apply_no,lhpdat
key1498,0.11265276
key1499,0.10799378
key1500,0.11265276
key1501,0.10799378
key1502,0.10799378
key1503,0.10799378
key1504,0.11265276
key1505,0.11265276
key1506,0.11265276
key1507,0.10799378
key1508,0.11265276
key1509,0.11265276
key1510,0.10799378
key1511,0.11265276
key1512,0.10799378
key1513,0.10799378
key1514,0.10799378
key1515,0.10799378
key1516,0.10799378
key1517,0.10799378
key1518,0.10799378
key1519,0.10799378
key1520,0.10799378
key1521,0.10799378
key1522,0.11265276
key1523,0.10799378
key1524,0.11265276
key1525,0.10799378
key1526,0.10799378
key1527,0.10799378
key1528,0.11265276
key1529,0.10799378
key1530,0.10799378
key1531,0.10799378
key1532,0.10799378
key1533,0.11265276
key1534,0.10799378
key1535,0.10799378
key1536,0.10799378
key1537,0.11265276
key1538,0.10799378
key1539,0.10799378
key1540,0.11265276
key1541,0.10799378
key1542,0.11265276
key1543,0.11265276
key1544,0.10799378
key1545,0.11265276
key1546,0.10799378
key1547,0.10799378
key1548,0.11265276
key1549,0.11265276
key1550,0.11265276
key1551,0.11265276
key1552,0.11265276
key1553,0.11265276
key1554,0.11265276
key1555,0.10799378
key1556,0.10799378
key1557,0.11265276
key1558,0.10799378
key1559,0.10799378
key1560,0.11265276
key1561,0.11265276
key1562,0.11265276
key1563,0.10799378
key1564,0.11265276
key1565,0.10799378
key1566,0.10799378
key1567,0.11265276
key1568,0.11265276
key1569,0.10799378
key1570,0.10799378
key1571,0.10799378
key1572,0.11265276
key1573,0.11265276
key1574,0.10799378
key1575,0.11265276
key1576,0.11265276
key1577,0.10799378
key1578,0.11265276
key1579,0.10799378
key1580,0.11265276
key1581,0.10799378
key1582,0.10799378
key1583,0.10799378
key1584,0.10799378
key1585,0.11265276
key1586,0.11265276
key1587,0.10799378
key1588,0.10799378
key1589,0.10799378
key1590,0.11265276
key1591,0.11265276
key1592,0.10799378
key1593,0.10799378
key1594,0.11265276
key1595,0.11265276
key1596,0.10799378
key1597,0.10799378
key1598,0.10799378
key1599,0.10799378
key1600,0.10799378
key1601,0.10799378
key1602,0.10799378
key1603,0.10799378
key1604,0.11265276
key1605,0.10799378
key1606,0.10799378
key1607,0.11265276
key1608,0.11265276
key1609,0.10799378
key1610,0.11265276
key1611,0.10799378
key1612,0.11265276
key1613,0.10799378
key1614,0.10799378
key1615,0.10799378
key1616,0.10799378
key1617,0.10799378
key1618,0.10799378
key1619,0.10799378
key1620,0.10799378
key1621,0.11265276
key1622,0.10799378
key1623,0.11265276
key1624,0.11265276
key1625,0.10799378
key1626,0.11265276
key1627,0.10799378
key1628,0.10799378
key1629,0.11265276
key1630,0.10799378
key1631,0.10799378
key1632,0.10799378
key1633,0.10799378
key1634,0.11265276
key1635,0.11265276
key1636,0.11265276
key1637,0.10799378
key1638,0.11265276
key1639,0.10799378
key1640,0.10799378
key1641,0.11265276
key1642,0.10799378
key1643,0.10799378
key1644,0.10799378
key1645,0.10799378
key1646,0.11265276
key1647,0.10799378
key1648,0.11265276
key1649,0.10799378
key1650,0.10799378
key1651,0.11265276
key1652,0.11265276
key1653,0.11265276
key1654,0.10799378
key1655,0.10799378
key1656,0.10799378
key1657,0.10799378
key1658,0.11265276
key1659,0.11265276
key1660,0.10799378
key1661,0.11265276
key1662,0.11265276
key1663,0.10799378
key1664,0.10799378
key1665,0.10799378
key1666,0.10799378
key1667,0.11265276
key1668,0.10799378
key1669,0.10799378
key1670,0.10799378
key1671,0.10799378
key1672,0.11265276
key1673,0.11265276
key1674,0.10799378
key1675,0.11265276
key1676,0.10799378
key1677,0.11265276
key1678,0.10799378
key1679,0.11265276
key1680,0.11265276
key1681,0.11265276
key1682,0.10799378
key1683,0.10799378
key1684,0.11265276
key1685,0.11265276
key1686,0.11265276
key1687,0.11265276
key1688,0.11265276
key1689,0.11265276
key1690,0.11265276
key1691,0.11265276
key1692,0.10799378
key1693,0.10799378
key1694,0.11265276
key1695,0.10799378
key1696,0.11265276
key1697,0.10799378
key1698,0.10799378
key1699,0.11265276
key1700,0.11265276
key1701,0.11265276
key1702,0.10799378
key1703,0.11265276
key1704,0.11265276
key1705,0.10799378
key1706,0.11265276
key1707,0.11265276
key1708,0.11265276
key1709,0.11265276
key1710,0.11265276
key1711,0.10799378
key1712,0.11265276
key1713,0.10799378
key1714,0.11265276
key1715,0.10799378
key1716,0.10799378
key1717,0.11265276
key1718,0.11265276
key1719,0.11265276
key1720,0.11265276
key1721,0.11265276
key1722,0.11265276
key1723,0.11265276
key1724,0.11265276
key1725,0.11265276
key1726,0.11265276
key1727,0.11265276
key1728,0.10799378
key1729,0.10799378
key1730,0.11265276
key1731,0.11265276
key1732,0.10799378
key1733,0.10799378
key1734,0.11265276
key1735,0.11265276
key1736,0.11265276
key1737,0.10799378
key1738,0.11265276
key1739,0.10799378
key1740,0.10799378
key1741,0.11265276
key1742,0.11265276
key1743,0.10799378
key1744,0.10799378
key1745,0.11265276
key1746,0.10799378
key1747,0.11265276
key1748,0.10799378
key1749,0.11265276
key1750,0.10799378
key1751,0.11265276
key1752,0.10799378
key1753,0.10799378
key1754,0.11265276
key1755,0.10799378
key1756,0.11265276
key1757,0.11265276
key1758,0.11265276
key1759,0.11265276
key1760,0.10799378
key1761,0.10799378
key1762,0.11265276
key1763,0.11265276
key1764,0.11265276
key1765,0.11265276
key1766,0.11265276
key1767,0.11265276
key1768,0.11265276
key1769,0.10799378
key1770,0.10799378
key1771,0.10799378
key1772,0.11265276
key1773,0.11265276
key1774,0.11265276
key1775,0.11265276
key1776,0.11265276
key1777,0.10799378
key1778,0.10799378
key1779,0.11265276
key1780,0.11265276
key1781,0.11265276
key1782,0.11265276
key1783,0.10799378
key1784,0.11265276
key1785,0.10799378
key1786,0.11265276
key1787,0.10799378
key1788,0.11265276
key1789,0.11265276
key1790,0.10799378
key1791,0.11265276
key1792,0.10799378
key1793,0.10799378
key1794,0.11265276
key1795,0.11265276
key1796,0.11265276
key1797,0.11265276
key1798,0.10799378
key1799,0.11265276
key1800,0.11265276
key1801,0.10799378
key1802,0.11265276
key1803,0.10799378
key1804,0.10799378
key1805,0.10799378
key1806,0.11265276
key1807,0.11265276
key1808,0.11265276
key1809,0.11265276
key1810,0.10799378
key1811,0.11265276
key1812,0.11265276
key1813,0.11265276
key1814,0.11265276
key1815,0.11265276
key1816,0.10799378
key1817,0.11265276
key1818,0.10799378
key1819,0.11265276
key1820,0.10799378
key1821,0.11265276
key1822,0.10799378
key1823,0.10799378
key1824,0.11265276
key1825,0.10799378
key1826,0.10799378
key1827,0.10799378
key1828,0.11265276
key1829,0.10799378
key1830,0.11265276
key1831,0.10799378
key1832,0.10799378
key1833,0.11265276
key1834,0.11265276
key1835,0.10799378
key1836,0.10799378
key1837,0.11265276
key1838,0.11265276
key1839,0.10799378
key1840,0.10799378
key1841,0.11265276
key1842,0.10799378
key1843,0.10799378
key1844,0.11265276
key1845,0.10799378
key1846,0.11265276
key1847,0.10799378
key1848,0.10799378
key1849,0.11265276
key1850,0.10799378
key1851,0.10799378
key1852,0.10799378
key1853,0.10799378
key1854,0.10799378
key1855,0.11265276
key1856,0.11265276
key1857,0.11265276
key1858,0.10799378
key1859,0.10799378
key1860,0.10799378
key1861,0.10799378
key1862,0.10799378
key1863,0.10799378
key1864,0.10799378
key1865,0.11265276
key1866,0.11265276
key1867,0.11265276
key1868,0.10799378
key1869,0.11265276
key1870,0.11265276
key1871,0.10799378
key1872,0.11265276
key1873,0.11265276
key1874,0.11265276
key1875,0.11265276
key1876,0.11265276
key1877,0.10799378
key1878,0.11265276
key1879,0.11265276
key1880,0.11265276
key1881,0.10799378
key1882,0.11265276
key1883,0.10799378
key1884,0.10799378
key1885,0.10799378
key1886,0.10799378
key1887,0.10799378
key1888,0.10799378
key1889,0.10799378
key1890,0.11265276
key1891,0.11265276
key1892,0.10799378
key1893,0.10799378
key1894,0.11265276
key1895,0.11265276
key1896,0.10799378
key1897,0.10799378
key1898,0.10799378
key1899,0.11265276
key1900,0.11265276
key1901,0.11265276
key1902,0.11265276
key1903,0.10799378
key1904,0.11265276
key1905,0.11265276
key1906,0.10799378
key1907,0.10799378
key1908,0.11265276
key1909,0.11265276
key1910,0.10799378
key1911,0.11265276
key1912,0.10799378
key1913,0.10799378
key1914,0.10799378
key1915,0.10799378
key1916,0.11265276
key1917,0.11265276
key1918,0.11265276
key1919,0.11265276
key1920,0.10799378
key1921,0.11265276
key1922,0.10799378
key1923,0.11265276
key1924,0.10799378
key1925,0.11265276
key1926,0.10799378
key1927,0.10799378
key1928,0.10799378
key1929,0.10799378
key1930,0.11265276
key1931,0.11265276
key1932,0.10799378
key1933,0.11265276
key1934,0.11265276
key1935,0.11265276
key1936,0.10799378
key1937,0.10799378
key1938,0.10799378
key1939,0.10799378
key1940,0.10799378
key1941,0.11265276
key1942,0.11265276
key1943,0.10799378
key1944,0.11265276
key1945,0.11265276
key1946,0.11265276
key1947,0.11265276
key1948,0.11265276
key1949,0.10799378
key1950,0.10799378
key1951,0.11265276
key1952,0.11265276
key1953,0.10799378
key1954,0.10799378
key1955,0.11265276
key1956,0.11265276
key1957,0.10799378
key1958,0.10799378
key1959,0.11265276
key1960,0.11265276
key1961,0.10799378
key1962,0.10799378
key1963,0.10799378
key1964,0.10799378
key1965,0.11265276
key1966,0.10799378
key1967,0.10799378
key1968,0.11265276
key1969,0.10799378
key1970,0.10799378
key1971,0.11265276
key1972,0.11265276
key1973,0.10799378
key1974,0.10799378
key1975,0.11265276
key1976,0.11265276
key1977,0.11265276
key1978,0.11265276
key1979,0.11265276
key1980,0.10799378
key1981,0.10799378
key1982,0.11265276
key1983,0.11265276
key1984,0.10799378
key1985,0.10799378
key1986,0.10799378
key1987,0.11265276
key1988,0.10799378
key1989,0.10799378
key1990,0.10799378
key1991,0.11265276
key1992,0.10799378
key1993,0.10799378
key1994,0.11265276
key1995,0.11265276
key1996,0.10799378
key1997,0.11265276
key1998,0.10799378
key1999,0.11265276
key2000,0.10799378
key2001,0.10799378
key2002,0.11265276
key2003,0.11265276
key2004,0.11265276
key2005,0.11265276
key2006,0.11265276
key2007,0.10799378
key2008,0.11265276
key2009,0.10799378
key2010,0.11265276
key2011,0.10799378
key2012,0.10799378
key2013,0.10799378
key2014,0.11265276
key2015,0.10799378
key2016,0.10799378
key2017,0.11265276
key2018,0.10799378
key2019,0.10799378
key2020,0.11265276
key2021,0.11265276
key2022,0.11265276
key2023,0.10799378
key2024,0.10799378
key2025,0.10799378
key2026,0.11265276
key2027,0.11265276
key2028,0.11265276
key2029,0.10799378
key2030,0.11265276
key2031,0.10799378
key2032,0.10799378
key2033,0.11265276
key2034,0.11265276
key2035,0.10799378
key2036,0.10799378
key2037,0.11265276
key2038,0.11265276
key2039,0.11265276
key2040,0.11265276
key2041,0.10799378
key2042,0.10799378
key2043,0.10799378
key2044,0.11265276
key2045,0.10799378
key2046,0.10799378
key2047,0.10799378
key2048,0.11265276
key2049,0.10799378
key2050,0.11265276
key2051,0.10799378
key2052,0.11265276
key2053,0.11265276
key2054,0.10799378
key2055,0.11265276
key2056,0.11265276
key2057,0.11265276
key2058,0.10799378
key2059,0.11265276
key2060,0.10799378
key2061,0.10799378
key2062,0.10799378
key2063,0.11265276
key2064,0.10799378
key2065,0.11265276
key2066,0.11265276
key2067,0.11265276
key2068,0.11265276
key2069,0.11265276
key2070,0.11265276
key2071,0.10799378
key2072,0.11265276
key2073,0.11265276
key2074,0.10799378
key2075,0.11265276
key2076,0.10799378
key2077,0.10799378
key2078,0.10799378
key2079,0.10799378
key2080,0.10799378
key2081,0.11265276
key2082,0.10799378
key2083,0.10799378
key2084,0.11265276
key2085,0.10799378
key2086,0.11265276
key2087,0.11265276
key2088,0.11265276
key2089,0.10799378
key2090,0.10799378
key2091,0.11265276
key2092,0.11265276
key2093,0.10799378
key2094,0.10799378
key2095,0.11265276
key2096,0.11265276
key2097,0.10799378
key2098,0.10799378
key2099,0.10799378
key2100,0.11265276
key2101,0.11265276
key2102,0.11265276
key2103,0.11265276
key2104,0.11265276
key2105,0.11265276
key2106,0.11265276
key2107,0.10799378
key2108,0.11265276
key2109,0.11265276
key2110,0.11265276
key2111,0.10799378
key2112,0.11265276
key2113,0.10799378
key2114,0.10799378
key2115,0.10799378
key2116,0.10799378
key2117,0.11265276
key2118,0.10799378
key2119,0.10799378
key2120,0.10799378
key2121,0.10799378
key2122,0.11265276
key2123,0.11265276
key2124,0.11265276
key2125,0.10799378
key2126,0.10799378
key2127,0.11265276
key2128,0.11265276
key2129,0.10799378
key2130,0.10799378
key2131,0.10799378
key2132,0.10799378
key2133,0.10799378
key2134,0.10799378
key2135,0.10799378
key2136,0.10799378
key2137,0.10799378
key2138,0.11265276
key2139,0.11265276
key2140,0.10799378
key2141,0.11265276
key2142,0.11265276
key2143,0.11265276
key2144,0.11265276
key2145,0.11265276
key2146,0.10799378
key2147,0.11265276
key2148,0.10799378
key2149,0.11265276
key2150,0.10799378
key2151,0.11265276
key2152,0.11265276
key2153,0.10799378
key2154,0.11265276
key2155,0.10799378
key2156,0.11265276
key2157,0.11265276
key2158,0.11265276
key2159,0.10799378
key2160,0.11265276
key2161,0.11265276
key2162,0.11265276
key2163,0.11265276
key2164,0.10799378
key2165,0.11265276
key2166,0.10799378
key2167,0.11265276
key2168,0.10799378
key2169,0.11265276
key2170,0.10799378
key2171,0.11265276
key2172,0.11265276
key2173,0.11265276
key2174,0.11265276
key2175,0.10799378
key2176,0.10799378
key2177,0.11265276
key2178,0.10799378
key2179,0.10799378
key2180,0.11265276
key2181,0.11265276
key2182,0.11265276
key2183,0.10799378
key2184,0.11265276
key2185,0.10799378
key2186,0.10799378
key2187,0.10799378
key2188,0.10799378
key2189,0.11265276
key2190,0.10799378
key2191,0.10799378
key2192,0.10799378
key2193,0.10799378
key2194,0.10799378
key2195,0.10799378
key2196,0.10799378
key2197,0.10799378
key2198,0.11265276
key2199,0.10799378
key2200,0.11265276
key2201,0.10799378
key2202,0.11265276
key2203,0.11265276
key2204,0.10799378
key2205,0.11265276
key2206,0.11265276
key2207,0.11265276
key2208,0.10799378
key2209,0.11265276
key2210,0.11265276
key2211,0.10799378
key2212,0.11265276
key2213,0.10799378
key2214,0.10799378
key2215,0.10799378
key2216,0.10799378
key2217,0.11265276
key2218,0.10799378
key2219,0.11265276
key2220,0.10799378
key2221,0.11265276
key2222,0.10799378
key2223,0.10799378
key2224,0.11265276
key2225,0.11265276
key2226,0.11265276
key2227,0.10799378
key2228,0.11265276
key2229,0.10799378
key2230,0.10799378
key2231,0.10799378
key2232,0.10799378
key2233,0.10799378
key2234,0.11265276
key2235,0.10799378
key2236,0.10799378
key2237,0.11265276
key2238,0.11265276
key2239,0.11265276
key2240,0.11265276
key2241,0.11265276
key2242,0.11265276
key2243,0.11265276
key2244,0.11265276
key2245,0.10799378
key2246,0.10799378
key2247,0.11265276
key2248,0.10799378
key2249,0.10799378
key2250,0.11265276
key2251,0.11265276
key2252,0.10799378
key2253,0.11265276
key2254,0.11265276
key2255,0.11265276
key2256,0.10799378
key2257,0.11265276
key2258,0.11265276
key2259,0.10799378
key2260,0.10799378
key2261,0.10799378
key2262,0.11265276
key2263,0.10799378
key2264,0.11265276
key2265,0.11265276
key2266,0.10799378
key2267,0.10799378
key2268,0.11265276
key2269,0.11265276
key2270,0.10799378
key2271,0.10799378
key2272,0.10799378
key2273,0.10799378
key2274,0.10799378
key2275,0.11265276
key2276,0.10799378
key2277,0.11265276
key2278,0.11265276
key2279,0.10799378
key2280,0.11265276
key2281,0.10799378
key2282,0.11265276
key2283,0.11265276
key2284,0.11265276
key2285,0.11265276
key2286,0.10799378
key2287,0.10799378
key2288,0.11265276
key2289,0.11265276
key2290,0.10799378
key2291,0.10799378
key2292,0.10799378
key2293,0.11265276
key2294,0.10799378
key2295,0.10799378
key2296,0.11265276
key2297,0.10799378
key2298,0.11265276
key2299,0.11265276
key2300,0.11265276
key2301,0.10799378
key2302,0.11265276
key2303,0.10799378
key2304,0.10799378
key2305,0.11265276
key2306,0.11265276
key2307,0.10799378
key2308,0.11265276
key2309,0.11265276
key2310,0.11265276
key2311,0.11265276
key2312,0.11265276
key2313,0.11265276
key2314,0.10799378
key2315,0.11265276
key2316,0.11265276
key2317,0.10799378
key2318,0.11265276
key2319,0.10799378
key2320,0.10799378
key2321,0.11265276
key2322,0.11265276
key2323,0.11265276
key2324,0.11265276
key2325,0.10799378
key2326,0.11265276
key2327,0.10799378
key2328,0.10799378
key2329,0.11265276
key2330,0.11265276
key2331,0.11265276
key2332,0.11265276
key2333,0.10799378
key2334,0.10799378
key2335,0.11265276
key2336,0.10799378
key2337,0.10799378
key2338,0.10799378
key2339,0.10799378
key2340,0.11265276
key2341,0.11265276
key2342,0.10799378
key2343,0.10799378
key2344,0.11265276
key2345,0.10799378
key2346,0.10799378
key2347,0.10799378
key2348,0.10799378
key2349,0.11265276
key2350,0.11265276
key2351,0.11265276
key2352,0.10799378
key2353,0.11265276
key2354,0.11265276
key2355,0.11265276
key2356,0.11265276
key2357,0.10799378
key2358,0.11265276
key2359,0.10799378
key2360,0.11265276
key2361,0.10799378
key2362,0.10799378
key2363,0.11265276
key2364,0.10799378
key2365,0.11265276
key2366,0.10799378
key2367,0.11265276
key2368,0.10799378
key2369,0.10799378
key2370,0.11265276
key2371,0.11265276
key2372,0.11265276
key2373,0.10799378
key2374,0.10799378
key2375,0.11265276
key2376,0.10799378
key2377,0.10799378
key2378,0.11265276
key2379,0.11265276
key2380,0.11265276
key2381,0.11265276
key2382,0.11265276
key2383,0.10799378
key2384,0.10799378
key2385,0.11265276
key2386,0.11265276
key2387,0.11265276
key2388,0.10799378
key2389,0.11265276
key2390,0.10799378
key2391,0.11265276
key2392,0.11265276
key2393,0.10799378
key2394,0.11265276
key2395,0.10799378
key2396,0.11265276
key2397,0.11265276
key2398,0.11265276
key2399,0.10799378
key2400,0.10799378
key2401,0.11265276
key2402,0.10799378
key2403,0.10799378
key2404,0.10799378
key2405,0.11265276
key2406,0.11265276
key2407,0.10799378
key2408,0.10799378
key2409,0.10799378
key2410,0.11265276
key2411,0.10799378
key2412,0.11265276
key2413,0.10799378
key2414,0.10799378
key2415,0.11265276
key2416,0.10799378
key2417,0.10799378
key2418,0.11265276
key2419,0.10799378
key2420,0.11265276
key2421,0.11265276
key2422,0.10799378
key2423,0.10799378
key2424,0.10799378
key2425,0.10799378
key2426,0.10799378
key2427,0.11265276
key2428,0.10799378
key2429,0.11265276
key2430,0.11265276
key2431,0.10799378
key2432,0.10799378
key2433,0.11265276
key2434,0.10799378
key2435,0.11265276
key2436,0.11265276
key2437,0.10799378
key2438,0.11265276
key2439,0.11265276
key2440,0.10799378
key2441,0.10799378
key2442,0.11265276
key2443,0.10799378
key2444,0.11265276
key2445,0.10799378
key2446,0.11265276
key2447,0.10799378
key2448,0.11265276
key2449,0.10799378
key2450,0.10799378
key2451,0.11265276
key2452,0.11265276
key2453,0.11265276
key2454,0.10799378
key2455,0.11265276
key2456,0.10799378
key2457,0.10799378
key2458,0.10799378
key2459,0.10799378
key2460,0.11265276
key2461,0.10799378
key2462,0.11265276
key2463,0.11265276
key2464,0.11265276
key2465,0.10799378
key2466,0.10799378
key2467,0.10799378
key2468,0.10799378
key2469,0.11265276
key2470,0.11265276
key2471,0.11265276
key2472,0.11265276
key2473,0.10799378
key2474,0.10799378
key2475,0.10799378
key2476,0.11265276
key2477,0.10799378
key2478,0.10799378
key2479,0.10799378
key2480,0.11265276
key2481,0.10799378
key2482,0.10799378
key2483,0.10799378
key2484,0.11265276
key2485,0.10799378
key2486,0.10799378
key2487,0.10799378
key2488,0.11265276
key2489,0.11265276
key2490,0.10799378
key2491,0.10799378
key2492,0.10799378
key2493,0.11265276
key2494,0.11265276
key2495,0.11265276
key2496,0.10799378
key2497,0.11265276
key2498,0.10799378
key2499,0.11265276
key2500,0.11265276
key2501,0.11265276
key2502,0.11265276
key2503,0.10799378
key2504,0.11265276
key2505,0.10799378
key2506,0.11265276
key2507,0.11265276
key2508,0.11265276
key2509,0.11265276
key2510,0.11265276
key2511,0.10799378
key2512,0.11265276
key2513,0.11265276
key2514,0.10799378
key2515,0.10799378
key2516,0.10799378
key2517,0.10799378
key2518,0.11265276
key2519,0.11265276
key2520,0.11265276
key2521,0.10799378
key2522,0.11265276
key2523,0.10799378
key2524,0.10799378
key2525,0.11265276
key2526,0.11265276
key2527,0.11265276
key2528,0.10799378
key2529,0.11265276
key2530,0.11265276
key2531,0.10799378
key2532,0.11265276
key2533,0.10799378
key2534,0.11265276
key2535,0.11265276
key2536,0.11265276
key2537,0.11265276
key2538,0.10799378
key2539,0.11265276
key2540,0.11265276
key2541,0.10799378
key2542,0.11265276
key2543,0.11265276
key2544,0.10799378
key2545,0.11265276
key2546,0.11265276
key2547,0.10799378
key2548,0.11265276
key2549,0.11265276
key2550,0.11265276
key2551,0.10799378
key2552,0.10799378
key2553,0.10799378
key2554,0.11265276
key2555,0.10799378
key2556,0.11265276
key2557,0.10799378
key2558,0.10799378
key2559,0.11265276
key2560,0.10799378
key2561,0.10799378
key2562,0.11265276
key2563,0.11265276
key2564,0.10799378
key2565,0.10799378
key2566,0.10799378
key2567,0.10799378
key2568,0.10799378
key2569,0.10799378
key2570,0.10799378
key2571,0.10799378
key2572,0.10799378
key2573,0.10799378
key2574,0.11265276
key2575,0.10799378
key2576,0.11265276
key2577,0.10799378
key2578,0.10799378
key2579,0.10799378
key2580,0.10799378
key2581,0.11265276
key2582,0.11265276
key2583,0.10799378
key2584,0.11265276
key2585,0.10799378
key2586,0.10799378
key2587,0.10799378
key2588,0.10799378
key2589,0.11265276
key2590,0.10799378
key2591,0.11265276
key2592,0.10799378
key2593,0.11265276
key2594,0.11265276
key2595,0.10799378
key2596,0.11265276
key2597,0.10799378
key2598,0.11265276
key2599,0.11265276
key2600,0.11265276
key2601,0.10799378
key2602,0.10799378
key2603,0.10799378
key2604,0.10799378
key2605,0.11265276
key2606,0.10799378
key2607,0.11265276
key2608,0.11265276
key2609,0.11265276
key2610,0.11265276
key2611,0.10799378
key2612,0.10799378
key2613,0.10799378
key2614,0.11265276
key2615,0.11265276
key2616,0.10799378
key2617,0.11265276
key2618,0.10799378
key2619,0.10799378
key2620,0.11265276
key2621,0.10799378
key2622,0.10799378
key2623,0.10799378
key2624,0.10799378
key2625,0.10799378
key2626,0.11265276
key2627,0.10799378
key2628,0.11265276
key2629,0.11265276
key2630,0.11265276
key2631,0.10799378
key2632,0.10799378
key2633,0.11265276
key2634,0.10799378
key2635,0.11265276
key2636,0.11265276
key2637,0.11265276
key2638,0.11265276
key2639,0.10799378
key2640,0.11265276
key2641,0.10799378
key2642,0.11265276
key2643,0.10799378
key2644,0.11265276
key2645,0.10799378
key2646,0.10799378
key2647,0.11265276
key2648,0.11265276
key2649,0.11265276
key2650,0.10799378
key2651,0.10799378
key2652,0.11265276
key2653,0.10799378
key2654,0.11265276
key2655,0.11265276
key2656,0.11265276
key2657,0.11265276
key2658,0.10799378
key2659,0.11265276
key2660,0.11265276
key2661,0.11265276
key2662,0.11265276
key2663,0.10799378
key2664,0.11265276
key2665,0.11265276
key2666,0.11265276
key2667,0.10799378
key2668,0.11265276
key2669,0.11265276
key2670,0.11265276
key2671,0.11265276
key2672,0.10799378
key2673,0.11265276
key2674,0.11265276
key2675,0.11265276
key2676,0.11265276
key2677,0.11265276
key2678,0.11265276
key2679,0.10799378
key2680,0.11265276
key2681,0.11265276
key2682,0.11265276
key2683,0.10799378
key2684,0.10799378
key2685,0.11265276
key2686,0.10799378
key2687,0.11265276
key2688,0.11265276
key2689,0.10799378
key2690,0.11265276
key2691,0.10799378
key2692,0.11265276
key2693,0.10799378
key2694,0.11265276
key2695,0.10799378
key2696,0.11265276
key2697,0.10799378
key2698,0.11265276
key2699,0.11265276
key2700,0.10799378
key2701,0.11265276
key2702,0.10799378
key2703,0.11265276
key2704,0.11265276
key2705,0.11265276
key2706,0.11265276
key2707,0.11265276
key2708,0.11265276
key2709,0.11265276
key2710,0.11265276
key2711,0.10799378
key2712,0.11265276
key2713,0.11265276
key2714,0.11265276
key2715,0.11265276
key2716,0.11265276
key2717,0.10799378
key2718,0.10799378
key2719,0.10799378
key2720,0.11265276
key2721,0.11265276
key2722,0.10799378
key2723,0.10799378
key2724,0.11265276
key2725,0.10799378
key2726,0.11265276
key2727,0.11265276
key2728,0.10799378
key2729,0.10799378
key2730,0.11265276
key2731,0.11265276
key2732,0.11265276
key2733,0.11265276
key2734,0.11265276
key2735,0.10799378
key2736,0.11265276
key2737,0.11265276
key2738,0.10799378
key2739,0.11265276
key2740,0.10799378
key2741,0.10799378
key2742,0.10799378
key2743,0.10799378
key2744,0.10799378
key2745,0.10799378
key2746,0.11265276
key2747,0.11265276
key2748,0.11265276
key2749,0.11265276
key2750,0.11265276
key2751,0.10799378
key2752,0.11265276
key2753,0.10799378
key2754,0.10799378
key2755,0.10799378
key2756,0.11265276
key2757,0.10799378
key2758,0.11265276
key2759,0.10799378
key2760,0.10799378
key2761,0.10799378
key2762,0.11265276
key2763,0.11265276
key2764,0.10799378
key2765,0.11265276
key2766,0.11265276
key2767,0.11265276
key2768,0.11265276
key2769,0.10799378
key2770,0.10799378
key2771,0.10799378
key2772,0.11265276
key2773,0.10799378
key2774,0.10799378
key2775,0.10799378
key2776,0.11265276
key2777,0.11265276
key2778,0.11265276
key2779,0.11265276
key2780,0.11265276
key2781,0.11265276
key2782,0.10799378
key2783,0.11265276
key2784,0.10799378
key2785,0.11265276
key2786,0.10799378
key2787,0.10799378
key2788,0.10799378
key2789,0.11265276
key2790,0.11265276
key2791,0.11265276
key2792,0.11265276
key2793,0.11265276
key2794,0.10799378
key2795,0.11265276
key2796,0.11265276
key2797,0.10799378
key2798,0.11265276
key2799,0.10799378
key2800,0.11265276
key2801,0.11265276
key2802,0.11265276
key2803,0.11265276
key2804,0.11265276
key2805,0.11265276
key2806,0.10799378
key2807,0.10799378
key2808,0.10799378
key2809,0.11265276
key2810,0.11265276
key2811,0.10799378
key2812,0.11265276
key2813,0.11265276
key2814,0.11265276
key2815,0.10799378
key2816,0.10799378
key2817,0.11265276
key2818,0.11265276
key2819,0.10799378
key2820,0.11265276
key2821,0.10799378
key2822,0.11265276
key2823,0.11265276
key2824,0.10799378
key2825,0.11265276
key2826,0.11265276
key2827,0.10799378
key2828,0.11265276
key2829,0.10799378
key2830,0.11265276
key2831,0.11265276
key2832,0.11265276
key2833,0.11265276
key2834,0.11265276
key2835,0.11265276
key2836,0.11265276
key2837,0.11265276
key2838,0.11265276
key2839,0.11265276
key2840,0.10799378
key2841,0.10799378
key2842,0.10799378
key2843,0.11265276
key2844,0.11265276
key2845,0.10799378
key2846,0.11265276
key2847,0.10799378
key2848,0.10799378
key2849,0.11265276
key2850,0.10799378
key2851,0.10799378
key2852,0.11265276
key2853,0.10799378
key2854,0.10799378
key2855,0.11265276
key2856,0.11265276
key2857,0.10799378
key2858,0.10799378
key2859,0.11265276
key2860,0.11265276
key2861,0.11265276
key2862,0.10799378
key2863,0.11265276
key2864,0.11265276
key2865,0.10799378
key2866,0.11265276
key2867,0.11265276
key2868,0.11265276
key2869,0.10799378
key2870,0.10799378
key2871,0.10799378
key2872,0.10799378
key2873,0.10799378
key2874,0.11265276
key2875,0.11265276
key2876,0.10799378
key2877,0.11265276
key2878,0.11265276
key2879,0.10799378
key2880,0.11265276
key2881,0.11265276
key2882,0.11265276
key2883,0.11265276
key2884,0.11265276
key2885,0.11265276
key2886,0.10799378
key2887,0.10799378
key2888,0.10799378
key2889,0.11265276
key2890,0.11265276
key2891,0.11265276
key2892,0.10799378
key2893,0.11265276
key2894,0.10799378
key2895,0.10799378
